open,high,low,close,volume
1333.35,1333.85,1324.65,1326.35,1418284.0
1326.35,1327.2,1320.25,1324.7,1239243.0
1324.75,1325.35,1320.55,1323.1,734712.0
1323.1,1327.9,1322.45,1324.85,790475.0
1324.85,1341.3,1320.6,1337.5,1873746.0
1337.8,1345.2,1337.65,1344.25,809944.0
1347.25,1352.7,1335.45,1339.05,1820675.0
1339.05,1345.05,1337.25,1339.35,913153.0
1339.4,1340.3,1337.6,1339.05,524746.0
1339.05,1339.35,1330.5,1331.65,725205.0
1331.85,1349.2,1331.35,1348.85,1271273.0
1348.95,1366.05,1348.25,1364.45,3588655.0
1364.15,1367.05,1362.35,1364.3,1020312.0
1364.05,1364.05,1351.2,1358.65,1963657.0
1358.6,1374.9,1358.15,1368.7,2230607.0
1368.6,1368.8,1363.2,1364.45,896350.0
1364.05,1370.0,1358.15,1365.55,1293633.0
1366.1,1367.55,1359.6,1364.65,940994.0
1364.95,1366.0,1355.8,1362.3,1878442.0
1362.3,1364.05,1360.15,1361.55,761304.0
1362.55,1367.85,1355.7,1362.15,2381246.0
1362.5,1362.6,1347.95,1351.1,1923331.0
1351.2,1351.85,1344.25,1344.95,1264966.0
1345.05,1350.7,1344.25,1349.85,1011085.0
1349.85,1351.0,1334.6,1336.8,1689406.0
1336.55,1340.3,1324.35,1327.6,2330360.0
1327.6,1332.8,1327.2,1332.45,929006.0
1319.45,1320.3,1308.1,1319.9,1982503.0
1319.5,1324.2,1315.55,1315.6,1027779.0
1315.6,1318.4,1310.65,1311.65,932120.0
1311.45,1313.55,1309.65,1311.8,712289.0
1311.8,1312.5,1305.65,1306.6,1054551.0
1306.65,1312.95,1304.65,1311.4,1678288.0
1311.55,1317.4,1310.25,1316.4,608144.0
1317.8,1333.85,1317.8,1331.95,1965518.0
1331.95,1337.15,1330.4,1335.05,840665.0
1335.05,1335.25,1327.7,1331.85,724589.0
1331.85,1337.1,1330.0,1336.35,581379.0
1336.3,1343.25,1336.3,1341.6,1528111.0
1341.8,1356.15,1339.5,1355.05,2748662.0
1355.1,1358.2,1352.8,1356.15,1159657.0
1365.0,1365.0,1344.25,1353.9,2565632.0
1353.9,1360.25,1353.15,1358.8,1057347.0
1358.8,1359.0,1348.45,1349.2,945582.0
1349.25,1358.1,1347.55,1352.95,921710.0
1352.95,1356.85,1332.6,1336.0,2114064.0
1335.9,1346.25,1335.35,1337.65,1681781.0
1337.55,1337.9,1331.7,1334.35,873048.0
1337.55,1345.75,1332.4,1337.8,1592600.0
1337.3,1343.0,1335.4,1339.85,663213.0
1339.85,1340.6,1330.45,1334.6,738594.0
1334.85,1340.2,1333.25,1339.0,738331.0
1339.0,1352.1,1335.65,1351.8,1608778.0
1351.55,1356.95,1344.45,1347.1,3435803.0
1347.1,1352.2,1343.25,1348.7,1789408.0
1357.2,1363.55,1345.75,1350.4,1736492.0
1350.4,1354.15,1347.7,1349.45,658188.0
1349.45,1350.9,1346.3,1348.9,524153.0
1348.9,1355.95,1342.65,1352.25,957038.0
1352.6,1356.55,1347.25,1349.15,883525.0
